task,suite name,condition,prompt,completion,log_prob,prediction
99,reflexive_prep_masc,match_sing, The officer next to the actors doubted,himself,tensor(-7.7457),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
99,reflexive_prep_masc,mismatch_sing, The officer next to the actors doubted,themselves,tensor(-4.4714),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
99,reflexive_prep_masc,match_plural, The officers next to the actor doubted,themselves,tensor(-4.1410),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
99,reflexive_prep_masc,mismatch_plural, The officers next to the actor doubted,himself,tensor(-9.6394),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
100,reflexive_prep_masc,match_sing, The teacher behind the ministers hurt,himself,tensor(-6.5544),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
100,reflexive_prep_masc,mismatch_sing, The teacher behind the ministers hurt,themselves,tensor(-4.3599),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
100,reflexive_prep_masc,match_plural, The teachers behind the minister hurt,themselves,tensor(-3.5297),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
100,reflexive_prep_masc,mismatch_plural, The teachers behind the minister hurt,himself,tensor(-6.6328),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
101,reflexive_prep_masc,match_sing, The senator in front of the actors injured,himself,tensor(-7.4047),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
101,reflexive_prep_masc,mismatch_sing, The senator in front of the actors injured,themselves,tensor(-3.8455),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
101,reflexive_prep_masc,match_plural, The senators in front of the actor injured,themselves,tensor(-3.5753),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
101,reflexive_prep_masc,mismatch_plural, The senators in front of the actor injured,himself,tensor(-7.3633),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
102,reflexive_prep_masc,match_sing, The consultant near the secretaries suspected,himself,tensor(-7.9825),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
102,reflexive_prep_masc,mismatch_sing, The consultant near the secretaries suspected,themselves,tensor(-4.8027),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
102,reflexive_prep_masc,match_plural, The consultants near the secretary suspected,themselves,tensor(-4.5938),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
102,reflexive_prep_masc,mismatch_plural, The consultants near the secretary suspected,himself,tensor(-9.6912),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
103,reflexive_prep_masc,match_sing, The guard to the side of the executives embarrassed,himself,tensor(-6.8788),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
103,reflexive_prep_masc,mismatch_sing, The guard to the side of the executives embarrassed,themselves,tensor(-3.9326),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
103,reflexive_prep_masc,match_plural, The guards to the side of the executive embarrassed,themselves,tensor(-3.5857),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
103,reflexive_prep_masc,mismatch_plural, The guards to the side of the executive embarrassed,himself,tensor(-8.2273),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
104,reflexive_prep_masc,match_sing, The clerk across from the authors disguised,himself,tensor(-7.3679),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
104,reflexive_prep_masc,mismatch_sing, The clerk across from the authors disguised,themselves,tensor(-4.1974),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
104,reflexive_prep_masc,match_plural, The clerks across from the author disguised,themselves,tensor(-4.0155),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
104,reflexive_prep_masc,mismatch_plural, The clerks across from the author disguised,himself,tensor(-8.2929),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
105,reflexive_prep_masc,match_sing, The architect next to the pilots hated,himself,tensor(-7.3321),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
105,reflexive_prep_masc,mismatch_sing, The architect next to the pilots hated,themselves,tensor(-5.0451),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
105,reflexive_prep_masc,match_plural, The architects next to the pilot hated,themselves,tensor(-4.4341),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
105,reflexive_prep_masc,mismatch_plural, The architects next to the pilot hated,himself,tensor(-9.8041),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
106,reflexive_prep_masc,match_sing, The athlete behind the doctors doubted,himself,tensor(-6.8449),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
106,reflexive_prep_masc,mismatch_sing, The athlete behind the doctors doubted,themselves,tensor(-3.9446),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
106,reflexive_prep_masc,match_plural, The athletes behind the doctor doubted,themselves,tensor(-4.0034),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
106,reflexive_prep_masc,mismatch_plural, The athletes behind the doctor doubted,himself,tensor(-9.2260),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
107,reflexive_prep_masc,match_sing, The actor in front of the farmers hurt,himself,tensor(-6.7130),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
107,reflexive_prep_masc,mismatch_sing, The actor in front of the farmers hurt,themselves,tensor(-4.0381),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
107,reflexive_prep_masc,match_plural, The actors in front of the farmer hurt,themselves,tensor(-3.6365),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
107,reflexive_prep_masc,mismatch_plural, The actors in front of the farmer hurt,himself,tensor(-6.8523),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
108,reflexive_prep_masc,match_sing, The minister near the managers injured,himself,tensor(-6.7892),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
108,reflexive_prep_masc,mismatch_sing, The minister near the managers injured,themselves,tensor(-3.9191),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
108,reflexive_prep_masc,match_plural, The ministers near the manager injured,themselves,tensor(-3.7920),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
108,reflexive_prep_masc,mismatch_plural, The ministers near the manager injured,himself,tensor(-7.0499),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
109,reflexive_prep_masc,match_sing, The taxi driver to the side of the customers suspected,himself,tensor(-8.4076),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
109,reflexive_prep_masc,mismatch_sing, The taxi driver to the side of the customers suspected,themselves,tensor(-4.5416),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
109,reflexive_prep_masc,match_plural, The taxi drivers to the side of the customer suspected,themselves,tensor(-4.1936),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
109,reflexive_prep_masc,mismatch_plural, The taxi drivers to the side of the customer suspected,himself,tensor(-9.1986),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
110,reflexive_prep_masc,match_sing, The secretary across from the officers embarrassed,himself,tensor(-7.0323),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
110,reflexive_prep_masc,mismatch_sing, The secretary across from the officers embarrassed,themselves,tensor(-3.9001),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
110,reflexive_prep_masc,match_plural, The secretaries across from the officer embarrassed,themselves,tensor(-3.4884),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
110,reflexive_prep_masc,mismatch_plural, The secretaries across from the officer embarrassed,himself,tensor(-8.5092),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
111,reflexive_prep_masc,match_sing, The executive next to the teachers disguised,himself,tensor(-6.8746),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
111,reflexive_prep_masc,mismatch_sing, The executive next to the teachers disguised,themselves,tensor(-3.5945),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
111,reflexive_prep_masc,match_plural, The executives next to the teacher disguised,themselves,tensor(-3.8333),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
111,reflexive_prep_masc,mismatch_plural, The executives next to the teacher disguised,himself,tensor(-7.2853),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
112,cleft,np_mismatch, What he did was ,the meal,tensor(-6.3556),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
112,cleft,np_match, What he ate was ,the meal,tensor(-2.8128),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
112,cleft,vp_mismatch, What he ate was,prepare,tensor(-20.4527),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
112,cleft,vp_mismatch, What he ate was prepare,the meal,tensor(-5.2863),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
112,cleft,vp_match, What he did was,prepare,tensor(-17.8508),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
112,cleft,vp_match, What he did was prepare,the meal,tensor(-5.7130),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
113,cleft,np_mismatch, What the young man did was ,the crops,tensor(-7.9197),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
113,cleft,np_match, What the young man planted was ,the crops,tensor(-5.0494),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
113,cleft,vp_mismatch, What the young man planted was,plant,tensor(-18.7912),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
113,cleft,vp_mismatch, What the young man planted was plant,the crops,tensor(-8.2350),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
113,cleft,vp_match, What the young man did was,plant,tensor(-18.1424),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
113,cleft,vp_match, What the young man did was plant,the crops,tensor(-6.8961),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
114,cleft,np_mismatch, What the worker did was ,the plane,tensor(-12.3942),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
114,cleft,np_match, What the worker repaired was ,the plane,tensor(-8.5259),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
114,cleft,vp_mismatch, What the worker repaired was,board,tensor(-17.2514),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
114,cleft,vp_mismatch, What the worker repaired was board,the plane,tensor(-10.8676),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
114,cleft,vp_match, What the worker did was,board,tensor(-18.4663),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
114,cleft,vp_match, What the worker did was board,the plane,tensor(-7.7673),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
115,cleft,np_mismatch, What the fan did was ,the tickets,tensor(-6.6336),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
115,cleft,np_match, What the fan sold was ,the tickets,tensor(-3.5505),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
115,cleft,vp_mismatch, What the fan sold was,buy,tensor(-9.4155),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
115,cleft,vp_mismatch, What the fan sold was buy,the tickets,tensor(-5.9312),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
115,cleft,vp_match, What the fan did was,buy,tensor(-8.6867),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
115,cleft,vp_match, What the fan did was buy,the tickets,tensor(-5.6983),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
116,cleft,np_mismatch, What the young woman did was ,the toilet,tensor(-4.3604),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
116,cleft,np_match, What the young woman wiped was ,the toilet,tensor(-2.3365),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
116,cleft,vp_mismatch, What the young woman wiped was,flush,tensor(-18.9764),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
116,cleft,vp_mismatch, What the young woman wiped was flush,the toilet,tensor(-3.2678),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
116,cleft,vp_match, What the young woman did was,flush,tensor(-20.0675),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
116,cleft,vp_match, What the young woman did was flush,the toilet,tensor(-3.0430),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
117,cleft,np_mismatch, What the fans did was ,the game,tensor(-7.0226),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
117,cleft,np_match, What the fans watched was ,the game,tensor(-4.6616),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
117,cleft,vp_mismatch, What the fans watched was,lose,tensor(-18.9567),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
117,cleft,vp_mismatch, What the fans watched was lose,the game,tensor(-7.5800),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
117,cleft,vp_match, What the fans did was,lose,tensor(-18.3866),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
117,cleft,vp_match, What the fans did was lose,the game,tensor(-5.3196),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
118,cleft,np_mismatch, What the gardener did was ,the tree,tensor(-8.6582),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
118,cleft,np_match, What the gardener trimmed was ,the tree,tensor(-3.5391),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
118,cleft,vp_mismatch, What the gardener trimmed was,plant,tensor(-17.3527),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
118,cleft,vp_mismatch, What the gardener trimmed was plant,the tree,tensor(-10.1335),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
118,cleft,vp_match, What the gardener did was,plant,tensor(-13.8922),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
118,cleft,vp_match, What the gardener did was plant,the tree,tensor(-8.3801),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
119,cleft,np_mismatch, What the old man did was ,the flag,tensor(-11.2895),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
119,cleft,np_match, What the old man bought was ,the flag,tensor(-8.9297),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
119,cleft,vp_mismatch, What the old man bought was,raise,tensor(-20.3094),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
119,cleft,vp_mismatch, What the old man bought was raise,the flag,tensor(-8.0602),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
119,cleft,vp_match, What the old man did was,raise,tensor(-17.0756),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
119,cleft,vp_match, What the old man did was raise,the flag,tensor(-5.5910),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
120,cleft,np_mismatch, What the old man did was ,the chicken,tensor(-5.6379),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
120,cleft,np_match, What the old man cooked was ,the chicken,tensor(-3.0698),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
120,cleft,vp_mismatch, What the old man cooked was,hunt,tensor(-10.3274),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
120,cleft,vp_mismatch, What the old man cooked was hunt,the chicken,tensor(-3.3052),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
120,cleft,vp_match, What the old man did was,hunt,tensor(-14.0730),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
120,cleft,vp_match, What the old man did was hunt,the chicken,tensor(-3.0423),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
121,cleft,np_mismatch, What the workers did was ,the sidewalk,tensor(-5.9387),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
121,cleft,np_match, What the workers walked down was ,the sidewalk,tensor(-3.2365),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
121,cleft,vp_mismatch, What the workers walked down was,pave,tensor(-11.9441),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
121,cleft,vp_mismatch, What the workers walked down was pave,the sidewalk,tensor(-2.6322),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
121,cleft,vp_match, What the workers did was,pave,tensor(-10.1542),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
121,cleft,vp_match, What the workers did was pave,the sidewalk,tensor(-3.3440),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
122,cleft,np_mismatch, Who the mother did was ,the baby,tensor(-8.8614),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
122,cleft,np_match, Who the mother fed was ,the baby,tensor(-3.6440),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
122,cleft,vp_mismatch, Who the mother fed was,hug,tensor(-8.9614),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
122,cleft,vp_mismatch, Who the mother fed was hug,the baby,tensor(-8.7241),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
122,cleft,vp_match, Who the mother did was,hug,tensor(-10.2250),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
122,cleft,vp_match, Who the mother did was hug,the baby,tensor(-6.2796),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
123,cleft,np_mismatch, What the old woman did was ,the apartment,tensor(-6.8917),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
123,cleft,np_match, What the old woman bought was ,the apartment,tensor(-4.5328),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
123,cleft,vp_mismatch, What the old woman bought was,furnish,tensor(-7.1856),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
123,cleft,vp_mismatch, What the old woman bought was furnish,the apartment,tensor(-3.7936),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
123,cleft,vp_match, What the old woman did was,furnish,tensor(-6.7294),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
123,cleft,vp_match, What the old woman did was furnish,the apartment,tensor(-2.8564),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
124,cleft,np_mismatch, What the guards did was ,the plot,tensor(-9.9926),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
124,cleft,np_match, What the guards concocted was ,the plot,tensor(-6.6339),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
