task,suite name,condition,prompt,completion,log_prob,prediction
99,reflexive_prep_masc,match_sing, The officer next to the actors doubted,himself,tensor(-7.4438),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
99,reflexive_prep_masc,mismatch_sing, The officer next to the actors doubted,themselves,tensor(-5.3462),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
99,reflexive_prep_masc,match_plural, The officers next to the actor doubted,themselves,tensor(-4.6785),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
99,reflexive_prep_masc,mismatch_plural, The officers next to the actor doubted,himself,tensor(-8.7410),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
100,reflexive_prep_masc,match_sing, The teacher behind the ministers hurt,himself,tensor(-5.7593),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
100,reflexive_prep_masc,mismatch_sing, The teacher behind the ministers hurt,themselves,tensor(-3.8890),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
100,reflexive_prep_masc,match_plural, The teachers behind the minister hurt,themselves,tensor(-3.5204),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
100,reflexive_prep_masc,mismatch_plural, The teachers behind the minister hurt,himself,tensor(-6.2849),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
101,reflexive_prep_masc,match_sing, The senator in front of the actors injured,himself,tensor(-6.4642),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
101,reflexive_prep_masc,mismatch_sing, The senator in front of the actors injured,themselves,tensor(-4.3750),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
101,reflexive_prep_masc,match_plural, The senators in front of the actor injured,themselves,tensor(-3.5925),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
101,reflexive_prep_masc,mismatch_plural, The senators in front of the actor injured,himself,tensor(-6.4029),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
102,reflexive_prep_masc,match_sing, The consultant near the secretaries suspected,himself,tensor(-8.1103),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
102,reflexive_prep_masc,mismatch_sing, The consultant near the secretaries suspected,themselves,tensor(-4.3244),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
102,reflexive_prep_masc,match_plural, The consultants near the secretary suspected,themselves,tensor(-4.1574),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
102,reflexive_prep_masc,mismatch_plural, The consultants near the secretary suspected,himself,tensor(-9.5281),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
103,reflexive_prep_masc,match_sing, The guard to the side of the executives embarrassed,himself,tensor(-6.5321),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
103,reflexive_prep_masc,mismatch_sing, The guard to the side of the executives embarrassed,themselves,tensor(-4.0479),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
103,reflexive_prep_masc,match_plural, The guards to the side of the executive embarrassed,themselves,tensor(-3.6877),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
103,reflexive_prep_masc,mismatch_plural, The guards to the side of the executive embarrassed,himself,tensor(-7.9490),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
104,reflexive_prep_masc,match_sing, The clerk across from the authors disguised,himself,tensor(-6.7653),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
104,reflexive_prep_masc,mismatch_sing, The clerk across from the authors disguised,themselves,tensor(-4.1515),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
104,reflexive_prep_masc,match_plural, The clerks across from the author disguised,themselves,tensor(-3.6990),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
104,reflexive_prep_masc,mismatch_plural, The clerks across from the author disguised,himself,tensor(-6.5591),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
105,reflexive_prep_masc,match_sing, The architect next to the pilots hated,himself,tensor(-8.7915),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
105,reflexive_prep_masc,mismatch_sing, The architect next to the pilots hated,themselves,tensor(-5.4705),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
105,reflexive_prep_masc,match_plural, The architects next to the pilot hated,themselves,tensor(-4.5560),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
105,reflexive_prep_masc,mismatch_plural, The architects next to the pilot hated,himself,tensor(-10.2573),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
106,reflexive_prep_masc,match_sing, The athlete behind the doctors doubted,himself,tensor(-6.2886),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
106,reflexive_prep_masc,mismatch_sing, The athlete behind the doctors doubted,themselves,tensor(-4.5215),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
106,reflexive_prep_masc,match_plural, The athletes behind the doctor doubted,themselves,tensor(-4.4467),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
106,reflexive_prep_masc,mismatch_plural, The athletes behind the doctor doubted,himself,tensor(-8.4505),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
107,reflexive_prep_masc,match_sing, The actor in front of the farmers hurt,himself,tensor(-5.7235),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
107,reflexive_prep_masc,mismatch_sing, The actor in front of the farmers hurt,themselves,tensor(-3.8737),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
107,reflexive_prep_masc,match_plural, The actors in front of the farmer hurt,themselves,tensor(-3.7246),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
107,reflexive_prep_masc,mismatch_plural, The actors in front of the farmer hurt,himself,tensor(-5.7254),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
108,reflexive_prep_masc,match_sing, The minister near the managers injured,himself,tensor(-5.6676),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
108,reflexive_prep_masc,mismatch_sing, The minister near the managers injured,themselves,tensor(-3.8326),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
108,reflexive_prep_masc,match_plural, The ministers near the manager injured,themselves,tensor(-3.3949),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
108,reflexive_prep_masc,mismatch_plural, The ministers near the manager injured,himself,tensor(-6.1239),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
109,reflexive_prep_masc,match_sing, The taxi driver to the side of the customers suspected,himself,tensor(-8.9269),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
109,reflexive_prep_masc,mismatch_sing, The taxi driver to the side of the customers suspected,themselves,tensor(-4.4921),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
109,reflexive_prep_masc,match_plural, The taxi drivers to the side of the customer suspected,themselves,tensor(-4.1228),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
109,reflexive_prep_masc,mismatch_plural, The taxi drivers to the side of the customer suspected,himself,tensor(-9.9072),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
110,reflexive_prep_masc,match_sing, The secretary across from the officers embarrassed,himself,tensor(-6.7428),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
110,reflexive_prep_masc,mismatch_sing, The secretary across from the officers embarrassed,themselves,tensor(-4.1802),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
110,reflexive_prep_masc,match_plural, The secretaries across from the officer embarrassed,themselves,tensor(-3.7048),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
110,reflexive_prep_masc,mismatch_plural, The secretaries across from the officer embarrassed,himself,tensor(-7.8492),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
111,reflexive_prep_masc,match_sing, The executive next to the teachers disguised,himself,tensor(-6.1748),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
111,reflexive_prep_masc,mismatch_sing, The executive next to the teachers disguised,themselves,tensor(-3.5993),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
111,reflexive_prep_masc,match_plural, The executives next to the teacher disguised,themselves,tensor(-3.4012),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
111,reflexive_prep_masc,mismatch_plural, The executives next to the teacher disguised,himself,tensor(-6.5572),['( (7;%match_sing%) < (7;%mismatch_sing%) ) & ( (7;%match_plural%) < (7;%mismatch_plural%) )']
112,cleft,np_mismatch, What he did was ,the meal,tensor(-6.2255),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
112,cleft,np_match, What he ate was ,the meal,tensor(-2.7013),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
112,cleft,vp_mismatch, What he ate was,prepare,tensor(-19.4377),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
112,cleft,vp_mismatch, What he ate was prepare,the meal,tensor(-4.1099),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
112,cleft,vp_match, What he did was,prepare,tensor(-17.5641),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
112,cleft,vp_match, What he did was prepare,the meal,tensor(-5.5938),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
113,cleft,np_mismatch, What the young man did was ,the crops,tensor(-9.0162),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
113,cleft,np_match, What the young man planted was ,the crops,tensor(-5.4510),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
113,cleft,vp_mismatch, What the young man planted was,plant,tensor(-18.3592),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
113,cleft,vp_mismatch, What the young man planted was plant,the crops,tensor(-7.8709),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
113,cleft,vp_match, What the young man did was,plant,tensor(-18.0612),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
113,cleft,vp_match, What the young man did was plant,the crops,tensor(-7.0818),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
114,cleft,np_mismatch, What the worker did was ,the plane,tensor(-13.3271),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
114,cleft,np_match, What the worker repaired was ,the plane,tensor(-7.9289),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
114,cleft,vp_mismatch, What the worker repaired was,board,tensor(-16.8314),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
114,cleft,vp_mismatch, What the worker repaired was board,the plane,tensor(-9.7877),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
114,cleft,vp_match, What the worker did was,board,tensor(-18.3259),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
114,cleft,vp_match, What the worker did was board,the plane,tensor(-7.3363),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
115,cleft,np_mismatch, What the fan did was ,the tickets,tensor(-6.3203),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
115,cleft,np_match, What the fan sold was ,the tickets,tensor(-3.6028),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
115,cleft,vp_mismatch, What the fan sold was,buy,tensor(-8.9441),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
115,cleft,vp_mismatch, What the fan sold was buy,the tickets,tensor(-5.4330),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
115,cleft,vp_match, What the fan did was,buy,tensor(-8.1660),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
115,cleft,vp_match, What the fan did was buy,the tickets,tensor(-5.9007),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
116,cleft,np_mismatch, What the young woman did was ,the toilet,tensor(-4.5079),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
116,cleft,np_match, What the young woman wiped was ,the toilet,tensor(-2.4762),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
116,cleft,vp_mismatch, What the young woman wiped was,flush,tensor(-18.4335),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
116,cleft,vp_mismatch, What the young woman wiped was flush,the toilet,tensor(-3.3328),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
116,cleft,vp_match, What the young woman did was,flush,tensor(-20.9529),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
116,cleft,vp_match, What the young woman did was flush,the toilet,tensor(-3.2421),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
117,cleft,np_mismatch, What the fans did was ,the game,tensor(-8.0157),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
117,cleft,np_match, What the fans watched was ,the game,tensor(-4.5252),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
117,cleft,vp_mismatch, What the fans watched was,lose,tensor(-18.2929),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
117,cleft,vp_mismatch, What the fans watched was lose,the game,tensor(-7.3491),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
117,cleft,vp_match, What the fans did was,lose,tensor(-18.7089),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
117,cleft,vp_match, What the fans did was lose,the game,tensor(-4.9665),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
118,cleft,np_mismatch, What the gardener did was ,the tree,tensor(-9.4192),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
118,cleft,np_match, What the gardener trimmed was ,the tree,tensor(-4.3100),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
118,cleft,vp_mismatch, What the gardener trimmed was,plant,tensor(-16.4234),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
118,cleft,vp_mismatch, What the gardener trimmed was plant,the tree,tensor(-9.6717),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
118,cleft,vp_match, What the gardener did was,plant,tensor(-14.2860),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
118,cleft,vp_match, What the gardener did was plant,the tree,tensor(-8.1232),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
119,cleft,np_mismatch, What the old man did was ,the flag,tensor(-11.4788),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
119,cleft,np_match, What the old man bought was ,the flag,tensor(-8.7364),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
119,cleft,vp_mismatch, What the old man bought was,raise,tensor(-19.2991),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
119,cleft,vp_mismatch, What the old man bought was raise,the flag,tensor(-8.0214),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
119,cleft,vp_match, What the old man did was,raise,tensor(-16.0890),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
119,cleft,vp_match, What the old man did was raise,the flag,tensor(-5.2371),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
120,cleft,np_mismatch, What the old man did was ,the chicken,tensor(-5.4065),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
120,cleft,np_match, What the old man cooked was ,the chicken,tensor(-3.1686),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
120,cleft,vp_mismatch, What the old man cooked was,hunt,tensor(-10.4079),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
120,cleft,vp_mismatch, What the old man cooked was hunt,the chicken,tensor(-3.7849),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
120,cleft,vp_match, What the old man did was,hunt,tensor(-13.9168),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
120,cleft,vp_match, What the old man did was hunt,the chicken,tensor(-3.2971),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
121,cleft,np_mismatch, What the workers did was ,the sidewalk,tensor(-5.9448),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
121,cleft,np_match, What the workers walked down was ,the sidewalk,tensor(-2.4884),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
121,cleft,vp_mismatch, What the workers walked down was,pave,tensor(-12.0813),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
121,cleft,vp_mismatch, What the workers walked down was pave,the sidewalk,tensor(-2.5054),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
121,cleft,vp_match, What the workers did was,pave,tensor(-13.9571),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
121,cleft,vp_match, What the workers did was pave,the sidewalk,tensor(-2.9419),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
122,cleft,np_mismatch, Who the mother did was ,the baby,tensor(-5.9523),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
122,cleft,np_match, Who the mother fed was ,the baby,tensor(-3.7172),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
122,cleft,vp_mismatch, Who the mother fed was,hug,tensor(-7.7133),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
122,cleft,vp_mismatch, Who the mother fed was hug,the baby,tensor(-8.6054),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
122,cleft,vp_match, Who the mother did was,hug,tensor(-9.5156),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
122,cleft,vp_match, Who the mother did was hug,the baby,tensor(-6.7885),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
123,cleft,np_mismatch, What the old woman did was ,the apartment,tensor(-6.7460),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
123,cleft,np_match, What the old woman bought was ,the apartment,tensor(-3.8480),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
123,cleft,vp_mismatch, What the old woman bought was,furnish,tensor(-6.9655),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
123,cleft,vp_mismatch, What the old woman bought was furnish,the apartment,tensor(-3.1590),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
123,cleft,vp_match, What the old woman did was,furnish,tensor(-7.0007),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
123,cleft,vp_match, What the old woman did was furnish,the apartment,tensor(-2.6202),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
124,cleft,np_mismatch, What the guards did was ,the plot,tensor(-10.1566),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
124,cleft,np_match, What the guards concocted was ,the plot,tensor(-6.7551),['((6;%np_mismatch%)-(6;%np_match%))+(((5;%vp_mismatch%)+(6;%vp_mismatch%))-((5;%vp_match%)+(6;%vp_match%)))>0']
